Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,overlap_num,overlap_den,overlap_frac
Norovirus Hu/GI.1/8K/1979/USA 3C-like protease (gene: POL),2020-01-11 00:00:00,0.0712969721127626,0.401643597094967,13.5685210312076,35.8331264494614,HSP90AB1,,,
Norovirus Hu/GI.1/8MC/1978/USA viral genome-linked protein (gene: POL),2020-01-11 00:00:00,0.0712969721127626,0.40130693020721,13.5685210312076,35.8331264494614,UBC,,,
Norovirus Hu/GI.1/8MC/1978/USA 3C-like protease (gene: POL),2020-01-11 00:00:00,0.0712969721127626,0.400970827250587,13.5685210312076,35.8331264494614,HSP90AB1,,,
Norovirus Hu/GI.1/8McIII/1973/USA viral genome-linked protein (gene: POL),2020-01-11 00:00:00,0.0712969721127626,0.400635286809373,13.5685210312076,35.8331264494614,UBC,,,
Norovirus Hu/GI.1/8McIII/1973/USA 3C-like protease (gene: POL),2020-01-11 00:00:00,0.0712969721127626,0.400300307472576,13.5685210312076,35.8331264494614,HSP90AB1,,,
Norovirus Hu/GI.1/8MoIIIL/1972/USA viral genome-linked protein (gene: POL),2020-01-11 00:00:00,0.0712969721127626,0.399965887833919,13.5685210312076,35.8331264494614,UBC,,,
Norovirus Hu/GI.1/8MoIIIL/1972/USA 3C-like protease (gene: POL),2020-01-11 00:00:00,0.0712969721127626,0.39963202649182,13.5685210312076,35.8331264494614,HSP90AB1,,,
Norovirus Hu/GI.1/8UIIIf/1973/USA viral genome-linked protein (gene: POL),2020-01-11 00:00:00,0.0712969721127626,0.399298722049375,13.5685210312076,35.8331264494614,UBC,,,
Norovirus Hu/GI.1/8UIIIf/1973/USA 3C-like protease (gene: POL),2020-01-11 00:00:00,0.0712969721127626,0.398965973114334,13.5685210312076,35.8331264494614,HSP90AB1,,,
Norovirus Hu/GI.1/8W/1968/USA 3C-like protease (gene: POL),2020-01-11 00:00:00,0.0712969721127626,0.398633778299085,13.5685210312076,35.8331264494614,HSP90AB1,,,
Norovirus Hu/GI.1/8W/1968/USA viral genome-linked protein (gene: POL),2020-01-11 00:00:00,0.0712969721127626,0.398302136220633,13.5685210312076,35.8331264494614,UBC,,,
Horsepox virus HSPV015a,2020-01-11 00:00:00,0.0712969721127626,0.397971045500583,13.5685210312076,35.8331264494614,B2M,,,
Human adenovirus 16 23 kDa protease (gene: L3),2020-01-11 00:00:00,0.0712969721127626,0.397640504765117,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus 21 23 kDa proteinase (gene: L3),2020-01-11 00:00:00,0.0712969721127626,0.39731051264498,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus 21a 23 kDa proteinase (gene: L3),2020-01-11 00:00:00,0.0712969721127626,0.396981067775457,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus 3+7 23 kDa protease (gene: L3),2020-01-11 00:00:00,0.0712969721127626,0.396652168796355,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus 50 23 kDa protein (gene: L3),2020-01-11 00:00:00,0.0712969721127626,0.396323814351988,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus 50 DNA polymerase (gene: E2B),2020-01-11 00:00:00,0.0712969721127626,0.395996003091151,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus 54 protease,2020-01-11 00:00:00,0.0712969721127626,0.395668733667108,13.5685210312076,35.8331264494614,UBC,,,
Papiine alphaherpesvirus 2 ribonucleotide reductase subunit 1 (gene: UL39),2020-01-11 00:00:00,0.0712969721127626,0.395342004737573,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus 66 23 kDa protease (gene: L3),2020-01-11 00:00:00,0.0712969721127626,0.395015814964687,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus 68 23 kDa protease (gene: L3),2020-01-11 00:00:00,0.0712969721127626,0.394690163015005,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus 7 protease,2020-01-11 00:00:00,0.0712969721127626,0.394365047559474,13.5685210312076,35.8331264494614,UBC,,,
Rhinovirus A RNA-directed RNA polymerase,2020-01-11 00:00:00,0.0712969721127626,0.394040467273416,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus 7d2 23 kDa protease (gene: L3),2020-01-11 00:00:00,0.0712969721127626,0.393716420836514,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus B3 L3 23-kDa protein (protease) (gene: L3),2020-01-11 00:00:00,0.0712969721127626,0.393392906932786,13.5685210312076,35.8331264494614,UBC,,,
Human adenovirus D8 protease (gene: L3),2020-01-11 00:00:00,0.0712969721127626,0.393069924250575,13.5685210312076,35.8331264494614,UBC,,,
Salivirus NG-J1 VP0,2020-01-11 00:00:00,0.0712969721127626,0.392747471482527,13.5685210312076,35.8331264494614,B2M,,,
Human papillomavirus type 59 ORF putative E6,2020-01-11 00:00:00,0.0712969721127626,0.392425547325575,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A28 3D (polymerase),2020-01-11 00:00:00,0.0712969721127626,0.392104150480918,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A32 3D,2020-01-11 00:00:00,0.0712969721127626,0.391783279654011,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A36 3D (polymerase),2020-01-11 00:00:00,0.0712969721127626,0.391462933554539,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A43 3D,2020-01-11 00:00:00,0.0712969721127626,0.391143110896406,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A46 3D (polymerase),2020-01-11 00:00:00,0.0712969721127626,0.390823810397715,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A58 3D,2020-01-11 00:00:00,0.0712969721127626,0.390505030780751,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A61 3D,2020-01-11 00:00:00,0.0712969721127626,0.390186770771965,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A67 3D,2020-01-11 00:00:00,0.0712969721127626,0.389869029101955,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A73 3D (polymerase),2020-01-11 00:00:00,0.0712969721127626,0.389551804505452,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A82 3D,2020-01-11 00:00:00,0.0712969721127626,0.389235095721302,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A89 3D,2020-01-11 00:00:00,0.0712969721127626,0.388918901492446,13.5685210312076,35.8331264494614,UBC,,,
Human rhinovirus A96 3D,2020-01-11 00:00:00,0.0712969721127626,0.38860322056591,13.5685210312076,35.8331264494614,UBC,,,
Cowpox virus CPXV169 protein (gene: CPXV169 CDS),3/143,0.0714779193807502,0.389273502548044,3.13119716104791,8.26124631090646,HSP90AB1;PABPC1;B2M,3.0,143.0,0.02097902097902098
Horsepox virus HSPV182 (EEV membrane glycoprotein; Provisional),2/66,0.0724106810753755,0.39403381152443,4.52284034373587,11.8742716499608,UBC;B2M,2.0,66.0,0.030303030303030304
Human papillomavirus 152 early protein E2 (gene: E2),2/66,0.0724106810753755,0.393714755806596,4.52284034373587,11.8742716499608,PABPC1;B2M,2.0,66.0,0.030303030303030304
Human T-cell leukemia virus type I Pr gag-pro (gene: gag-pro),2/67,0.0743214650762587,0.403777215199901,4.45533526397861,11.5810000961853,HSPA8;HSP90AB1,2.0,67.0,0.029850746268656716
Human mastadenovirus F membrane glycoprotein E3 CR1-beta (gene: E3A),5/335,0.0750689135630433,0.407508289875372,2.22766763198931,5.76820837563053,UBB;UBC;MT-CO2;RPS27A;B2M,5.0,335.0,0.014925373134328358
"Human betaherpesvirus 6 U85, OX-2 homologue (gene: U85)",6/439,0.07522994276651,0.408052557089753,2.03991432359841,5.27767847997233,HSP90AB1;UBB;UBC;LCN2;RPL13;B2M,6.0,439.0,0.01366742596810934
Human betaherpesvirus 6A membrane glycoprotein UL119 (gene: U85),6/439,0.07522994276651,0.407723216849971,2.03991432359841,5.27767847997233,HSP90AB1;UBB;UBC;LCN2;RPL13;B2M,6.0,439.0,0.01366742596810934
Human immunodeficiency virus 2 full_polyprotein 1..1550 (gene: gag-pol),4/237,0.0753541957351475,0.4080672777109,2.5190503180301,6.5131448382893,HSPA8;HSP90AB1;UBC;B2M,4.0,237.0,0.016877637130801686
Molluscum contagiosum virus subtype 1 MC162R (gene: MC162R),3/147,0.0762426363945142,0.412545772271687,3.04599451720987,7.83988559254707,HSP90AB1;UBC;B2M,3.0,147.0,0.02040816326530612
Horsepox virus HSPV067 (sulfhydryl oxidase),2/68,0.0762483551252548,0.412244528716655,4.38981562774363,11.2983293935694,UBC;ALB,2.0,68.0,0.029411764705882353
Human adenovirus 21 maturation protein IVa2 (gene: IVa2),2/68,0.0762483551252548,0.411912875837559,4.38981562774363,11.2983293935694,UBB;UBC,2.0,68.0,0.029411764705882353
Human adenovirus 34 maturation protein IVa2 (gene: IVa2),2/68,0.0762483551252548,0.411581756162449,4.38981562774363,11.2983293935694,UBB;UBC,2.0,68.0,0.029411764705882353
Human adenovirus 35 IVa2,2/68,0.0762483551252548,0.411251168406495,4.38981562774363,11.2983293935694,UBB;UBC,2.0,68.0,0.029411764705882353
STL polyomavirus middle T antigen,2/68,0.0762483551252548,0.410921111288994,4.38981562774363,11.2983293935694,HSPA8;UBC,2.0,68.0,0.029411764705882353
"Marburg virus - Musoke, Kenya, 1980 glycoprotein (gene: GP)",3/148,0.0774553320552741,0.417091062350574,3.02541347317467,7.73917064146697,HSPA8;UBC;FGG,3.0,148.0,0.02027027027027027
Aichi virus 1 VP1,2020-01-12 00:00:00,0.0775226944870714,0.417119305673625,12.4378109452736,31.805778027345,UBC,,,
Cercopithecine betaherpesvirus 5 nuclear egress membrane protein (gene: UL50),2020-01-12 00:00:00,0.0775226944870714,0.416785343058995,12.4378109452736,31.805778027345,B2M,,,
Coxsackievirus A13 vp4,2020-01-12 00:00:00,0.0775226944870714,0.416451914784548,12.4378109452736,31.805778027345,UBC,,,
Eastern equine encephalitis virus nsP2 protein,2020-01-12 00:00:00,0.0775226944870714,0.416119019568892,12.4378109452736,31.805778027345,UBC,,,
Monkeypox virus Zaire-96-I-16 hypothetical protein (gene: N3R),2020-01-12 00:00:00,0.0775226944870714,0.415786656134732,12.4378109452736,31.805778027345,B2M,,,
Enterovirus C109 VP4,2020-01-12 00:00:00,0.0775226944870714,0.415454823208846,12.4378109452736,31.805778027345,UBC,,,
Human adenovirus 16 ORF3 (gene: E4),2020-01-12 00:00:00,0.0775226944870714,0.415123519522077,12.4378109452736,31.805778027345,B2M,,,
Human adenovirus 21 13.6 kDa protein (gene: E4),2020-01-12 00:00:00,0.0775226944870714,0.41479274380931,12.4378109452736,31.805778027345,B2M,,,
Human adenovirus 3+7 ORF3 (gene: E4),2020-01-12 00:00:00,0.0775226944870714,0.414462494809462,12.4378109452736,31.805778027345,B2M,,,
Human adenovirus 50 Orf3 protein (gene: E4),2020-01-12 00:00:00,0.0775226944870714,0.414132771265461,12.4378109452736,31.805778027345,B2M,,,
Human adenovirus 68 ORF3 (gene: E4),2020-01-12 00:00:00,0.0775226944870714,0.413803571924233,12.4378109452736,31.805778027345,B2M,,,
Human adenovirus 7 E4 ORF3,2020-01-12 00:00:00,0.0775226944870714,0.413474895536683,12.4378109452736,31.805778027345,B2M,,,
Rhinovirus A81 3D,2020-01-12 00:00:00,0.0775226944870714,0.413146740857686,12.4378109452736,31.805778027345,UBC,,,
Rhinovirus A98 3D,2020-01-12 00:00:00,0.0775226944870714,0.412819106646062,12.4378109452736,31.805778027345,UBC,,,
Human adenovirus B3 E4 ORF3 (gene: E4),2020-01-12 00:00:00,0.0775226944870714,0.412491991664568,12.4378109452736,31.805778027345,B2M,,,
Human betaherpesvirus 6B Uracyl-DNA glycosylase (gene: U81),2020-01-12 00:00:00,0.0775226944870714,0.412165394679877,12.4378109452736,31.805778027345,RPS2,,,
Variola virus hypothetical protein (gene: J10R),2020-01-12 00:00:00,0.0775226944870714,0.411839314462567,12.4378109452736,31.805778027345,UBC,,,
Human mastadenovirus E control protein E4orf3 (gene: E4),2020-01-12 00:00:00,0.0775226944870714,0.411513749787102,12.4378109452736,31.805778027345,B2M,,,
Human orthopneumovirus matrix protein 2 (gene: M2),2020-01-12 00:00:00,0.0775226944870714,0.41118869943182,12.4378109452736,31.805778027345,UBC,,,
Human rhinovirus A100 3D,2020-01-12 00:00:00,0.0775226944870714,0.410864162178914,12.4378109452736,31.805778027345,UBC,,,
Human rhinovirus A31 3D,2020-01-12 00:00:00,0.0775226944870714,0.41054013681442,12.4378109452736,31.805778027345,UBC,,,
Human rhinovirus A40 3D,2020-01-12 00:00:00,0.0775226944870714,0.410216622128199,12.4378109452736,31.805778027345,UBC,,,
Human rhinovirus A47 3D,2020-01-12 00:00:00,0.0775226944870714,0.409893616913925,12.4378109452736,31.805778027345,UBC,,,
Human rhinovirus A56 3D,2020-01-12 00:00:00,0.0775226944870714,0.409571119969067,12.4378109452736,31.805778027345,UBC,,,
Human rhinovirus A59 3D (polymerase),2020-01-12 00:00:00,0.0775226944870714,0.409249130094878,12.4378109452736,31.805778027345,UBC,,,
Human rhinovirus A75 3D (polymerase),2020-01-12 00:00:00,0.0775226944870714,0.408927646096374,12.4378109452736,31.805778027345,UBC,,,
Human rhinovirus A78 3D,2020-01-12 00:00:00,0.0775226944870714,0.408606666782327,12.4378109452736,31.805778027345,UBC,,,
Human rhinovirus A9 3D,2020-01-12 00:00:00,0.0775226944870714,0.408286190965243,12.4378109452736,31.805778027345,UBC,,,
Human rhinovirus A94 3D,2020-01-12 00:00:00,0.0775226944870714,0.407966217461351,12.4378109452736,31.805778027345,UBC,,,
Human adenovirus D10 19KDa protein (gene: E3),2/69,0.0781910534774676,0.411161256148156,4.32619511139952,11.025741049685,HSP90AB1;B2M,2.0,69.0,0.028985507246376812
Human papillomavirus type 45 early protein (gene: E2),2/69,0.0781910534774676,0.410839533725505,4.32619511139952,11.025741049685,PABPC1;B2M,2.0,69.0,0.028985507246376812
Human papillomavirus type 72b E2 protein (gene: E2),2/69,0.0781910534774676,0.410518314387174,4.32619511139952,11.025741049685,PABPC1;B2M,2.0,69.0,0.028985507246376812
Vaccinia virus Ankara Haemagglutinin,6/446,0.0797820155333812,0.418543933052074,2.00789773107556,5.07688341312171,UBB;AMBP;UBC;RPL13;RPS27A;B2M,6.0,446.0,0.013452914798206279
Hepatitis C virus subtype 4v full_polyprotein 1..3005,2/70,0.0801492655942287,0.420142325109482,4.26439232409382,10.7627486689137,HSPA8;UBC,2.0,70.0,0.02857142857142857
Human adenovirus 36 fiber,2/70,0.0801492655942287,0.419814600986931,4.26439232409382,10.7627486689137,UBC;B2M,2.0,70.0,0.02857142857142857
STL polyomavirus small T antigen,2/70,0.0801492655942287,0.419487387735967,4.26439232409382,10.7627486689137,HSPA8;UBC,2.0,70.0,0.02857142857142857
Cosavirus JMY-2014 full_polyprotein 1..2119,2/71,0.0821227000962628,0.429481254786919,4.20433046037419,10.5088955538602,B2M;CFB,2.0,71.0,0.028169014084507043
Hepatitis C virus subtype 2k/1b full_polyprotein 1..3010,2/71,0.0821227000962628,0.429147028129498,4.20433046037419,10.5088955538602,UBC;B2M,2.0,71.0,0.028169014084507043
Human Respiratory syncytial virus 9320 F,2/71,0.0821227000962628,0.4288133212647,4.20433046037419,10.5088955538602,PABPC1;RPS2,2.0,71.0,0.028169014084507043
Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) neuraminidase (gene: NA),2020-01-13 00:00:00,0.0837069915156922,0.436746268863926,11.4810562571757,28.4779882241305,B2M,,,
Echovirus E26 VP4,2020-01-13 00:00:00,0.0837069915156922,0.436407180145864,11.4810562571757,28.4779882241305,UBC,,,
Norovirus Hu/GI/10360/2010/VNM viral genome-linked protein (gene: POL),2020-01-13 00:00:00,0.0837069915156922,0.436068617554595,11.4810562571757,28.4779882241305,MT-CO3,,,
Human T-lymphotropic virus 2 p19-gag protein [2],2020-01-13 00:00:00,0.0837069915156922,0.435730579866568,11.4810562571757,28.4779882241305,UBC,,,
Saffold virus capsid protein VP1,2020-01-13 00:00:00,0.0837069915156922,0.435393065862024,11.4810562571757,28.4779882241305,B2M,,,
Vaccinia virus hypothetical protein (gene: C6L),2020-01-13 00:00:00,0.0837069915156922,0.435056074324979,11.4810562571757,28.4779882241305,UBC,,,
Vaccinia virus Ankara 18.7k hypothetical protein,2020-01-13 00:00:00,0.0837069915156922,0.434719604043212,11.4810562571757,28.4779882241305,UBC,,,
Western equine encephalitis virus NTPase,2020-01-13 00:00:00,0.0837069915156922,0.434383653808248,11.4810562571757,28.4779882241305,UBC,,,
Human parechovirus 2A protein (gene: polyprotein),2020-01-13 00:00:00,0.0837069915156922,0.434048222415346,11.4810562571757,28.4779882241305,UBC,,,
Human rhinovirus A23 3D (polymerase),2020-01-13 00:00:00,0.0837069915156922,0.433713308663482,11.4810562571757,28.4779882241305,UBC,,,
Human rhinovirus A29 3D,2020-01-13 00:00:00,0.0837069915156922,0.433378911355338,11.4810562571757,28.4779882241305,UBC,,,
Human rhinovirus A30 3D,2020-01-13 00:00:00,0.0837069915156922,0.433045029297283,11.4810562571757,28.4779882241305,UBC,,,
Human rhinovirus A38 3D,2020-01-13 00:00:00,0.0837069915156922,0.432711661299364,11.4810562571757,28.4779882241305,UBC,,,
Human rhinovirus A47 2C,2020-01-13 00:00:00,0.0837069915156922,0.432378806175287,11.4810562571757,28.4779882241305,UBC,,,
Human rhinovirus A49 3D,2020-01-13 00:00:00,0.0837069915156922,0.432046462742408,11.4810562571757,28.4779882241305,UBC,,,
Human rhinovirus A66 3D,2020-01-13 00:00:00,0.0837069915156922,0.431714629821715,11.4810562571757,28.4779882241305,UBC,,,
Human rhinovirus A88 3D (polymerase),2020-01-13 00:00:00,0.0837069915156922,0.431383306237815,11.4810562571757,28.4779882241305,UBC,,,
Monkeypox virus bifunctional DNA/RNA-helicase/DExH-NPH-II,2/72,0.0841110687794756,0.433133302802284,4.14593698175788,10.2637525131151,UBC;PABPC1,2.0,72.0,0.027777777777777776
Monkeypox virus Zaire-96-I-16 RNA helicase NPH-II (gene: I8R),2/72,0.0841110687794756,0.432801399888259,4.14593698175788,10.2637525131151,UBC;PABPC1,2.0,72.0,0.027777777777777776
Human cosavirus D 3C,2/72,0.0841110687794756,0.432470005248223,4.14593698175788,10.2637525131151,AMBP;UBC,2.0,72.0,0.027777777777777776
Vaccinia virus C-type lectin-like type-II membrane protein (gene: A40R),3/154,0.0849081125247094,0.436234105281885,2.90754022097306,7.17053393006294,HSPA8;UBC;B2M,3.0,154.0,0.01948051948051948
Vaccinia virus Ankara C-type lectin-like protein,3/154,0.0849081125247094,0.435900592968979,2.90754022097306,7.17053393006294,HSPA8;UBC;B2M,3.0,154.0,0.01948051948051948
Monkeypox virus Zaire-96-I-16 Kelch-like protein (gene: C9L),4/248,0.0856572908826194,0.439410777904346,2.40731824747232,5.91574610903835,HSPA8;UBB;UBC;RPS27A,4.0,248.0,0.016129032258064516
Respiratory syncytial virus Fusion protein (F) (gene: F),2/73,0.086114086574095,0.441416863622174,4.08914332447352,10.0269158609621,PABPC1;RPS2,2.0,73.0,0.0273972602739726
Respiratory syncytial virus type A fusion protein (gene: F),2/73,0.086114086574095,0.441080161209037,4.08914332447352,10.0269158609621,PABPC1;RPS2,2.0,73.0,0.0273972602739726
Vaccinia virus hypothetical protein (gene: C5L),2/73,0.086114086574095,0.440743972061774,4.08914332447352,10.0269158609621,HSPA8;UBC,2.0,73.0,0.0273972602739726
Human papillomavirus 17 early protein (gene: E1),2/73,0.086114086574095,0.440408295007653,4.08914332447352,10.0269158609621,FGG;RPL13,2.0,73.0,0.0273972602739726
Influenza A virus (A/New York/392/2004(H3N2)) hemagglutinin (gene: HA),2/74,0.0881314714909707,0.450382672040995,4.03388463089956,9.79800558768623,APOA1;B2M,2.0,74.0,0.02702702702702703
Horsepox virus HSPV078 (RNA helicase NPH-II),2/74,0.0881314714909707,0.450040175712447,4.03388463089956,9.79800558768623,HSPA8;PABPC1,2.0,74.0,0.02702702702702703
Human papillomavirus 173 E1,2/74,0.0881314714909707,0.449698199895037,4.03388463089956,9.79800558768623,FGG;UBC,2.0,74.0,0.02702702702702703
Human papillomavirus type 34 early protein (gene: E7),2/74,0.0881314714909707,0.449356743403089,4.03388463089956,9.79800558768623,UBC;B2M,2.0,74.0,0.02702702702702703
Cowpox virus CPXV187 protein (gene: CPXV187 CDS),2020-01-14 00:00:00,0.0898501366981315,0.457772130446095,10.6609808102345,25.6888288310227,UBC,,,
Coxsackievirus A11 vp4,2020-01-14 00:00:00,0.0898501366981315,0.457425070453338,10.6609808102345,25.6888288310227,UBC,,,
Echovirus E11 1A(VP4),2020-01-14 00:00:00,0.0898501366981315,0.457078536309055,10.6609808102345,25.6888288310227,UBC,,,
Horsepox virus HSPV171 (Orthopoxvirus A49R protein),2020-01-14 00:00:00,0.0898501366981315,0.456732526819041,10.6609808102345,25.6888288310227,UBC,,,
Human Respiratory syncytial virus 9320 M2-1,2020-01-14 00:00:00,0.0898501366981315,0.456387040792703,10.6609808102345,25.6888288310227,UBC,,,
Human adenovirus 11+34 L3 23.7 kDa protein (gene: L3),2020-01-14 00:00:00,0.0898501366981315,0.456042077043048,10.6609808102345,25.6888288310227,UBC,,,
Human adenovirus 11a L3 23 kDa protease,2020-01-14 00:00:00,0.0898501366981315,0.455697634386671,10.6609808102345,25.6888288310227,UBC,,,
Human adenovirus 14 23 kDa protein (gene: L3),2020-01-14 00:00:00,0.0898501366981315,0.455353711643738,10.6609808102345,25.6888288310227,UBC,,,
Human adenovirus 35 protease,2020-01-14 00:00:00,0.0898501366981315,0.455010307637974,10.6609808102345,25.6888288310227,UBC,,,
Human adenovirus 52 protease,2020-01-14 00:00:00,0.0898501366981315,0.454667421196649,10.6609808102345,25.6888288310227,UBC,,,
Human adenovirus 54 polymerase,2020-01-14 00:00:00,0.0898501366981315,0.454325051150567,10.6609808102345,25.6888288310227,UBC,,,
Human adenovirus 55 L3 23K 23.7 kDa protein,2020-01-14 00:00:00,0.0898501366981315,0.45398319633405,10.6609808102345,25.6888288310227,UBC,,,
Human adenovirus 66 DNA polymerase (gene: E2B),2020-01-14 00:00:00,0.0898501366981315,0.453641855584927,10.6609808102345,25.6888288310227,UBC,,,
Human alphaherpesvirus 3 DNA polymerase processivity subunit (gene: ORF16),2020-01-14 00:00:00,0.0898501366981315,0.453301027744518,10.6609808102345,25.6888288310227,UBC,,,
Uukuniemi virus membrane glycoprotein G2,2020-01-14 00:00:00,0.0898501366981315,0.452960711657622,10.6609808102345,25.6888288310227,B2M,,,
Human cosavirus D 3D,2020-01-14 00:00:00,0.0898501366981315,0.452620906172508,10.6609808102345,25.6888288310227,UBC,,,
Human cyclovirus capsid protein,2020-01-14 00:00:00,0.0898501366981315,0.452281610140894,10.6609808102345,25.6888288310227,B2M,,,
Human enteric coronavirus 4408 small envelope protein (gene: E),2020-01-14 00:00:00,0.0898501366981315,0.451942822417942,10.6609808102345,25.6888288310227,UBC,,,
Human enteric coronavirus strain 4408 envelope protein,2020-01-14 00:00:00,0.0898501366981315,0.45160454186224,10.6609808102345,25.6888288310227,UBC,,,
Human enterovirus C102 vp4,2020-01-14 00:00:00,0.0898501366981315,0.451266767335791,10.6609808102345,25.6888288310227,UBC,,,
Human herpesvirus 3 strain Dumas processivity factor,2020-01-14 00:00:00,0.0898501366981315,0.450929497704001,10.6609808102345,25.6888288310227,UBC,,,
Yellow fever virus RNA-dependent RNA polymerase,2020-01-14 00:00:00,0.0898501366981315,0.450592731835663,10.6609808102345,25.6888288310227,B2M,,,
Human mastadenovirus B protease (gene: L3),2020-01-14 00:00:00,0.0898501366981315,0.45025646860295,10.6609808102345,25.6888288310227,UBC,,,
Human mastadenovirus F protease (gene: L3),2020-01-14 00:00:00,0.0898501366981315,0.449920706881397,10.6609808102345,25.6888288310227,UBC,,,
Human papillomavirus type 67 E6,2020-01-14 00:00:00,0.0898501366981315,0.44958544554989,10.6609808102345,25.6888288310227,B2M,,,
Human polyomavirus 6 small T antigen,2020-01-14 00:00:00,0.0898501366981315,0.449250683490657,10.6609808102345,25.6888288310227,HSPA8,,,
Human rhinovirus A7 3D,2020-01-14 00:00:00,0.0898501366981315,0.448916419589251,10.6609808102345,25.6888288310227,UBC,,,
Human cosavirus full_polyprotein 1..2121,2/75,0.0901629446183339,0.450144366626106,3.98009950248756,9.57666368105286,B2M;CFB,2.0,75.0,0.02666666666666667
"Human immunodeficiency virus 1 Envelope surface glycoprotein gp160, precursor (gene: env)",3/159,0.0913439582049079,0.455701842010369,2.81610813855252,6.73929354355787,HSPA8;UBC;B2M,3.0,159.0,0.018867924528301886
Cowpox virus CPXV196 protein (gene: CPXV196 CDS),5/356,0.0915366591661179,0.456324176912013,2.09626027167533,5.0121913053703,HSPA8;HSP90AB1;PABPC1;B2M;S100A9,5.0,356.0,0.014044943820224719
Human adenovirus 3+7 maturation protein IVA2 (gene: IVa2),2/76,0.0922082300988259,0.459331057205946,3.92772977219167,9.36255258781851,UBB;UBC,2.0,76.0,0.02631578947368421
Orf virus ORF057 putative protein-tyrosine phosphatase,2/76,0.0922082300988259,0.458990559758054,3.92772977219167,9.36255258781851,HSPA8;UBC,2.0,76.0,0.02631578947368421
Variola virus hypothetical protein (gene: B22R),2/76,0.0922082300988259,0.458650566750826,3.92772977219167,9.36255258781851,HSPA8;UBC,2.0,76.0,0.02631578947368421
Yaba monkey tumor virus 142R,5/357,0.0923641727943348,0.459086173437423,2.09038839416364,4.97933884327578,HSPA8;HSP90AB1;UBC;MYH9;RPL23A,5.0,357.0,0.014005602240896359
Marburg marburgvirus glycoprotein (gene: GP),3/160,0.0926550175882131,0.460191156142641,2.79850746268657,6.65729152427637,HSPA8;UBC;FGG,3.0,160.0,0.01875
Human adenovirus 50 maturation protein IVa2 (gene: IVa2),2/77,0.0942670550456029,0.467851644221156,3.87672029463074,9.15535380357998,UBB;UBC,2.0,77.0,0.025974025974025976
Human papillomavirus 15 early protein (gene: E2),2/77,0.0942670550456029,0.467506111249057,3.87672029463074,9.15535380357998,EEF1G;B2M,2.0,77.0,0.025974025974025976
Langat virus nonstructural protein NS5,2020-01-15 00:00:00,0.0959524017696671,0.475513194009826,9.9502487562189,23.3224181628901,HSPA8,,,
Cowpox virus CPXV094 protein (gene: CPXV094 CDS),2020-01-15 00:00:00,0.0959524017696671,0.475162520562916,9.9502487562189,23.3224181628901,B2M,,,
Cyclovirus VN capsid protein,2020-01-15 00:00:00,0.0959524017696671,0.474812363952332,9.9502487562189,23.3224181628901,B2M,,,
Middle East respiratory syndrome-related coronavirus nsp12 protein (gene: orf1ab),2020-01-15 00:00:00,0.0959524017696671,0.474462723036314,9.9502487562189,23.3224181628901,UBB,,,
Dengue virus 3 RNA-dependent RNA polymerase NS5 (gene: flavivirus polyprotein),2020-01-15 00:00:00,0.0959524017696671,0.474113596676464,9.9502487562189,23.3224181628901,B2M,,,
Ectromelia virus ERPV intracellular TLR and IL-1 signaling inhibitor,2020-01-15 00:00:00,0.0959524017696671,0.473764983737731,9.9502487562189,23.3224181628901,HSPA8,,,
Hepatitis C virus genotype 4 NS5B RNA-dependent RNA polymerase,2020-01-15 00:00:00,0.0959524017696671,0.473416883088401,9.9502487562189,23.3224181628901,UBC,,,
Human adenovirus 11+34 E4 ORF3 protein (gene: E4),2020-01-15 00:00:00,0.0959524017696671,0.473069293600084,9.9502487562189,23.3224181628901,B2M,,,
Human adenovirus 11a E4 ORF3 protein,2020-01-15 00:00:00,0.0959524017696671,0.472722214147699,9.9502487562189,23.3224181628901,B2M,,,
Human adenovirus 11a L1 protein IIIa precursor,2020-01-15 00:00:00,0.0959524017696671,0.472375643609468,9.9502487562189,23.3224181628901,UBC,,,
